Questions,Type,Time Limit,Required,Page Break,Randomize,Columns,Minimum Answers,Maximum Answers,Answer 1,Score,Answer 2,Score,Answer 3,Score,Answer 4,Score,Answer 5,Score,Answer 6,Score
What of the following are general types of actions available in Salesforce? (Choose four.),Multiple Choice,No,Yes,No,Yes,2,4,4,"Update ג€"" Update Records",1,"Create ג€"" create a record",1,"Log a Call ג€"" log a call and it is recorded as a task",1,"Custom ג€"" requires visual force page",1,"Remove ג€"" Remove a record",0,"Delete ג€"" permanently remove a record",0
Which of the following are types of developer sandboxes environment types in Salesforce? (Choose four.),Multiple Choice,No,Yes,No,Yes,2,4,4,Developer,1,Developer Pro,1,Partial Copy,1,Full Sandbox,1,Partial Sandbox,0,Full Copy,0
Which permission is required to install and uninstall packages from Salesforce AppExchange?,Multiple Choice,No,Yes,No,Yes,2,1,1,Create AppExchange Packages.,0,Download AppExchange Packages.,1,Manage Package Licenses.,0,Upload AppExchange Packages.,0,,0,,0
Which of the following statements are true about Record IDs? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,The 18 character ID is case?insensitive,1,The 15 character ID is case?insensitive,0,The 18 character ID is case?sensitive,0,The 15 character ID is case?sensitive,1,,0,,0
What is the maximum number of master-detail lookup relationships allowable per object?,Multiple Choice,No,Yes,No,Yes,2,1,1,1,0,2,1,3,0,4,0,,0,,0
Which three options are available for assigning access to Lightning Pages using Lightning App Builder? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Profile and permission sets,0,App default,1,Role and subordinates,0,The org default,1,"App, record type, profile",1,,0
"What standard Chatter actions (Post, File, Link, Poll, and Thanks) appear on the user profile page, regardless of the actions in the User page layout? (Choose three.)",Multiple Choice,No,Yes,No,Yes,2,3,3,Create,0,Post,1,Poll,1,Email,0,File,1,,0
What language is used to query Salesforce for specific information?,Multiple Choice,No,Yes,No,Yes,2,1,1,Apex,0,SOQL,1,SQL,0,SOSL,0,,0,,0
Which two of the following are supported actions for the Global Actions Menu? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Launch a custom Canvas App,1,Upload a new Chatter File,0,Post to a Chatter feed,0,Launch a custom Lighting Component,1,,0,,0
Which type of custom fields can be used as External ID? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Email,1,Date,0,A text field that is unique,1,A text field that is encrypted,0,Phone,0,A text field that is required,1
Which of the following represent correct syntax to display first name from global variable user?,Multiple Choice,No,Yes,No,Yes,2,1,1,{User.FirstName},0,$User.FirstName,0,{!User.FirstName},0,{!$User.FirstName},1,,0,,0
Which statements are correct about encrypted fields among the following? (Choose four.),Multiple Choice,No,Yes,No,Yes,2,4,4,"Encrypted fields can be included in search results, and report results.",1,"They are not available for use in filters such as list views, reports, roll-up summary fields, and rule filters.",1,Encrypted text fields can be an external ID and can have default values.,0,"Encrypted fields are not available in lead conversion, workflow rule criteria or formulas, formula fields, outbound messages, default values, and Web-to-Lead and Web-to-Case forms.",1,Encrypted fields are not searchable and cannot be used to define report criteria.,1,,0
What is not a possible action of the Lightning Process Builder?,Multiple Choice,No,Yes,No,Yes,2,1,1,Trigger APEX,0,Update a record,0,Trigger a Flow,0,Send an Outbound message,1,,0,,0
What is the maximum number of external IDs an object may have?,Multiple Choice,No,Yes,No,Yes,2,1,1,5,0,1,0,3,0,7,1,,0,,0
"You have created a workflow rule to send an e-mail in your configuration sandbox.For some reason it's not working, what should you double check? (Choose two.)",Multiple Choice,No,Yes,No,Yes,2,2,2,Look at the system audit trail.,0,"HTML does not work in sandbox, make sure your e-mail has no HTML.",0,You have the correct e-mail address.,1,Check the deliverability settings.,1,,0,,0
Which API cannot be used to create the data model? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Force.com Single Sign-on API,1,AJAX toolkit for Force.com,1,Force.com API,1,Force.com Metadata API,0,,0,,0
Which Validation formula is valid to make sure Phone & Email fields are filled in when converting a Lead?,Multiple Choice,No,Yes,No,Yes,2,1,1,IsConverted = TRUE && (ISBLANK(Phone) && ISBLANK(Email),0,"IsConverted = TRUE && OR(ISBLANK(Phone), ISBLANK(Email))",1,IsConverted = FALSE && (ISBLANK(Phone) && ISBLANK(Email),0,"IsConverted = TRUE && OR(Phone, Email)",0,,0,,0
What is the name for an object that enables a many-to-many relationship between two other objects?,Multiple Choice,No,Yes,No,Yes,2,1,1,Child Object,0,Junction Object,1,Schema Object,0,Parent Object,0,Connector Object,0,,0
Which of the following is true about Roll-up Summary Fields?,Multiple Choice,No,Yes,No,Yes,2,1,1,"Roll-up Summary can be used to compute SUM, MIN, MAX, AVG over a set of records.",0,Roll-up Summary Fields are readonly.,1,Roll-up Summary can only be set on the parent of a Master-Detail or Lookup relationship.,0,The results of the Roll-up Summary is displayed on the child in a master-detail relationship.,0,,0,,0
Which statement about record types is true? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,The ability to create records of a specific record type is determined by the profile.,1,Record types can be used to define picklist values available for a given field.,1,Record types can only be assigned to one profile at a time.,0,Users cannot view records assigned to a record type their profile does not have access to.,0,,0,,0
"When a user creates a record by using an object specific create action, what feed item for that record appears? (Choose three.)",Multiple Choice,No,Yes,No,Yes,2,3,3,In the Chatter feed of the first user who follows the record on the record was created.,0,In the Chatter feed of the user who created the record.,1,As the first entry in the feed for the new record.,1,In the feed for the record on which the new record was created.,1,In the user profile feed for all users who can view the record.,0,,0
When would a developer use upsert and external IDs? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,To use Web Services API to query for data.,0,To migrate customizations from a sandbox to production.,0,To load related records without knowing Salesforce record IDs.,1,To integrate with an external system.,1,,0,,0
What is true when a field update is set to re-evaluate the workflow rule? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,"In a batch update, workflow is only re-triggered on the entities where there is a change E.",1,Any workflow rules whose criteria are met as a result of the field update will be ignored.,0,Only workflow rules on the same object as the initial field update will be re-evaluated and triggered.,1,Cascade of workflow rule re-evaluation and triggering can happen up to ten times after the initial field update that started it.,0,Only workflow rules that didn't fire before will be re-triggered.,1,,0
What tools do you need to use to migrate Metadata to Two Different Production Orgs? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Unmanaged Package,0,Data Loader,0,Force.com IDE,1,Change Set,1,Force.com Migration Tool,1,,0
What statements are true about managed packages? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Managed packages have open?source code.,0,Managed packages allow for property protection.,1,Managed packages have upgradable components.,1,Managed packages do not allow for licensing.,0,,0,,0
Which functions are available when creating a Roll-up Summary Field? (Choose four.),Multiple Choice,No,Yes,No,Yes,2,4,4,SUM,1,MAX,1,AVG,0,COUNT,1,MIN,1,,0
Which type of component CANNOT be added to a Lightning App Builder page?,Multiple Choice,No,Yes,No,Yes,2,1,1,Global Actions,1,Dashboards,0,Filter List,0,Visualforce,0,,0,,0
Which of the following are advantages to using Lightning Process Builder over Workflow rules? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,There are more actions available to you.,1,Lightning Process Solutions are bulkified while Workflow rules are not.,0,Solutions run faster.,0,Solutions may have more than one outcome.,1,,0,,0
Your company has a Custom Object called Projects with a Lookup relationship to Opportunities. Once an Opportunity is closed won a project needs to be created automatically and assigned to a queue.How would you best accomplish this requirement?,Multiple Choice,No,Yes,No,Yes,2,1,1,Apex Trigger on Opportunities,0,Visual Flow,0,Lightning Process Builder,1,Apex Trigger on Projects,0,,0,,0
Which of these is true about the Lookup Relationship?,Multiple Choice,No,Yes,No,Yes,2,1,1,Security access of the child record is dependent upon the parent record.,0,Deleting an object deletes its children.,0,Roll-up Summary Field can be used to perform basic operations over all children of a parent record.,0,Parent is not a required field and may be omitted.,1,,0,,0
